Resource_Name;County;Longitude;Latitude;
Stone Arabia School (Number 6);Onondaga;-76.0746647;43.17774821;
Drover's Tavern;Onondaga;-75.91628088;42.9675296;
Hardenbergh-Jekins Farm;Ulster;-74.16289829;41.69878619;
Bovina Center Historic District;Delaware;-74.78752142;42.26035146;
Crum Elbow Meeting House and Cemetery;Dutchess;-73.86612798;41.80526808;
Theodore Roosevelt Birthplace National Historic Site;New York;-73.98904091;40.73864899;
Thousand Island Park Historic District;Jefferson;-76.02582969;44.28867071;
Benner-Foos-Ceperano Estate;Suffolk;-73.09394763;40.95567443;
Matton Shipyards;Albany;-73.68048323;42.77901856;
Burton, William H., Residence;Seneca;-76.86088104;42.90482169;
Main-Partition Streets Historic District;Ulster;-73.95267202;42.07732564;
Searle, Gardner & Company Cuff and Collar Factory;Rensselaer;-73.68376873;42.74634746;
Old Stone Barracks;Clinton;-73.44456547;44.6808029;
Blackwell House;New York;-73.95113267;40.76035145;
Fort Schuyler;Bronx;-73.79261125;40.80565575;
Wellsville Erie Depot;Allegany;-77.94817078;42.12352141;
Victory Mills;Saratoga;-73.59061491;43.08958524;
Old Fort Niagara;Niagara;-79.06108471;43.26274267;
Roslyn Savings Bank;Nassau;-73.64734726;40.80067319;
Hadley Mountain Fire Observation Station;Saratoga;-73.96208026;43.37328978;
Melius-Bentley House;Columbia;-73.71117576;42.00603277;
Ninth Street, Building at 106;Nassau;-73.63786694;40.72710785;
Jackson, Samuel and Elbert, House;Nassau;-73.51046033;40.68444547;
Liberty Downtown Historic District;Sullivan;-74.74603184;41.80093944;
English Church and Schoolhouse;Rockland;-74.0318076;41.15020364;
Prospect Heights (Boundary Expansion);Kings;-73.9673485;40.67665488;
South Street Historic District;Allegany;-78.27509471;42.21391083;
Montrest;Putnam;-73.93449667;41.42897695;
Joralemon Street Tunnel (IRT);Kings;-74.0047328;40.69694809;
House at 240 Sea Cliff Avenue;Nassau;-73.64559576;40.8493903;
Hilton Avenue, Building at 48;Nassau;-73.6382017;40.72235956;
Ludlow, William Henry, House;Columbia;-73.74478298;42.22523284;
St. Andrew's Episcopal Church;Suffolk;-72.91430594;40.83650502;
White Store Church and Evergreen Cemetery;Chenango;-75.40614955;42.48365219;
Richmond Town Historic District;Richmond;-74.14592258;40.57162642;
DeWitt, F. W., Hotel;Greene;-74.15266625;42.40956018;
Onondaga County War Memorial;Onondaga;-76.14817817;43.04490871;
Church of the Resurrection;Queens;-73.83248746;40.70235565;
Freeman House;Albany;-73.96320543;42.7025315;
Mary A. Whalen;Kings;-74.01273597;40.68073507;
Copake Memorial Clock;Columbia;-73.54967161;42.10356079;
Main St. - Albertson St. Historic District;Dutchess;-73.93768542;41.78980248;
Reformed Dutch Church of Poughkeepsie;Dutchess;-73.92183344;41.69504371;
Bennett Family Residence;Sullivan;-74.68252369;41.6554595;
St. Joseph's Church;Oneida;-75.24123267;43.1049911;
Washington Street Rowhouses;Monroe;-77.61764935;43.15593384;
Newark Valley Municipal Building and Tappan-Spaulding Memorial Library;Tioga;-76.18311182;42.22302679;
Ormonde;Madison;-75.86582567;42.95528834;
Oswego Yacht Club (McCrobie Civic Center);Oswego;-76.52116294;43.46246177;
Brandywine Avenue School;Schenectady;-73.92389229;42.80246738;
Marvin Cottage;Essex;-74.12601876;44.32846527;
Beaverkill Covered Bridge;Sullivan;-74.83615196;41.98154651;
Presbyterian Church of McGraw;Cortland;-76.09554388;42.59597289;
Crotona Play Center;Bronx;-73.89765767;40.83984844;
Rockwell Mills Historic District;Chenango;-75.3895793;42.44820404;
Eustatia;Dutchess;-73.98318828;41.51344335;
Ocean Parkway;Kings;-73.9687668;40.61087576;
Home of Franklin D. Roosevelt National Historic Site;Dutchess;-73.93789856;41.7669445;
Low Memorial Library, Columbia University;New York;-73.96183909;40.80822944;
Glenwolde Park Historic District;Westchester;-73.85943805;41.05937617;
Gates, Cyrus, Farmstead;Broome;-76.03819121;42.24756618;
Villa Loretto;Westchester;-73.90341473;41.29014981;
Ocean Parkway Jewish Center;Kings;-73.97306124;40.63452481;
Duke Residence;New York;-73.96207922;40.77873072;
Carter Street Schoolhouse No. 21;Jefferson;-75.95300238;44.11940886;
Bay Crest Historic District;Suffolk;-73.4174127;40.90135643;
Monarch Knitting Mill Factory;Erie;-78.81987662;42.90913036;
Hull, Warren, House;Erie;-78.62213311;42.94694122;
Lakeside Park;Cayuga;-76.53743558;42.90333339;
U.S. Inspection Station-Chateaugay;Franklin;-74.08640095;44.99319108;
Hamden Covered Bridge;Delaware;-74.98831163;42.19565767;
Vassar-Warner Row;Dutchess;-73.92437022;41.69936113;
United States Post Office-Little Valley;Cattaraugus;-78.79792691;42.2495093;
Rice, Oliver, House;Fulton;-74.27689049;43.10039225;
Stone Grist Mill Complex;Montgomery;-74.69633978;43.00451198;
Chittenango Pottery;Madison;-75.86820359;43.05924084;
Casita Rincon Criollo;Bronx;-73.91205946;40.82053785;
Troy Gas Light Company (Gasholder House);Rensselaer;-73.69023334;42.72151124;
Big Duck, The;Suffolk;-72.55718917;40.88828623;
Frazier Bridge;Essex;-73.42208439;43.85029283;
Saint Peter's Episcopal Church Complex;Delaware;-74.66958567;42.37002174;
Valhalla Highlands Historic District;Putnam;-73.93365394;41.47711924;
Chelsea Grammar School;Dutchess;-73.96755666;41.55258236;
Jones, Gen. Edward F., Residence;Broome;-75.9265749;42.09946494;
57 Montgomery Street;Dutchess;-73.93020757;41.69917634;
Church of St. Barnabas;Westchester;-73.86562276;41.0397378;
Herkimer County Historical Society;Herkimer;-74.98938025;43.02947808;
Fuller, Royal K., House;Albany;-73.75255303;42.68344778;
Smith Clove Meetinghouse;Orange;-74.11093387;41.36115263;
Berkeley Apartments;Erie;-78.87726482;42.89197414;
Rochester Savings Bank;Monroe;-77.60474926;43.15893714;
Pierrepont Manor Complex;Jefferson;-76.06149303;43.73448996;
Buck's Bridge United Methodist Church;St. Lawrence;-75.16027944;44.70274457;
Lagrange Terrace;New York;-73.99244869;40.72931306;
Gifford-Walker Farm;Genesee;-78.01548256;43.13054826;
Mountain Athletic Club Grounds;Delaware;-74.53492826;42.15587638;
Long Island City Courthouse Complex;Queens;-73.94293205;40.74568918;
Old Broadway Synagogue;New York;-73.95707195;40.81523131;
Botsford House;Greene;-74.02520034;42.41607816;
75th Avenue-61st Street Historic District;Queens;-73.89399462;40.6983614;
Residence at 272 Albany Avenue;Ulster;-74.00499014;41.93606022;
St. Paul's Protestant Episcopal Church;Kings;-73.99798836;40.68169057;
U.S. Customhouse;Niagara;-79.05559201;43.10981862;
Schoolhouse #6;Albany;-73.96840509;42.70423273;
Entranceway at Main Street at High Park Boulevard;Erie;-78.80047275;42.96435097;
Leavenworth Apartments;Onondaga;-76.14430994;43.05502563;
Akins, Robert, House;Tioga;-76.18785416;42.30211692;
Halfway House;St. Lawrence;-75.33085524;44.65834592;
Church of Saint Dismas;Clinton;-73.72176427;44.72466433;
Alfred Village Historic District;Allegany;-77.78926699;42.25370894;
Eleventh Street Methodist-Episcopal Chapel;New York;-73.9798041;40.72786803;
The Calumet;Erie;-78.87494822;42.8901868;
Public School 108;Kings;-73.88435084;40.68130307;
John Lehman House;Schoharie;-74.58295882;42.79526968;
Brighton Town Hall;Franklin;-74.23249442;44.4408987;
Fulton Public Library;Oswego;-76.41583574;43.319559;
Taber-Marvin Farm;Rensselaer;-73.58065572;42.58220142;
Second Street Historic District;Rensselaer;-73.69224546;42.72833654;
Sagamore Hotel Complex;Warren;-73.66161226;43.58180263;
Moore-McMillen House;Richmond;-74.1387298;40.57310073;
Graves, John, Cobblestone Farmhouse;Seneca;-76.87268172;42.95703266;
Genesee County Courthouse Historic District;Genesee;-78.18701558;42.99815037;
Saint Paul's Armenian Apostolic Church (Park Avenue Methodist Church);Onondaga;-76.17036081;43.05168978;
Aldrich, Peter, Homestead;Ulster;-74.25888228;41.67001808;
P.S. 186;New York;-73.94868569;40.82616414;
Carter, John,Farmstead;Niagara;-79.04476311;43.25905954;
Second Baptist Society of Ulysses;Tompkins;-76.66208548;42.54293565;
Sager House;Cayuga;-76.4234395;42.71406214;
United States Post Office-Fort Plain;Montgomery;-74.62272911;42.93171105;
Strecker Memorial Laboratory;New York;-73.95822437;40.75226495;
Beth Hamedrash Hagodol Synagogue;New York;-73.98777527;40.71703775;
South Granville Congregational Church & Parsonage;Washington;-73.28671625;43.37204869;
Tripp House & Store Complex;Greene;-74.15479286;42.41263848;
Walling Cobblestone Tavern;Wayne;-77.01187614;43.22196196;
Gilbertsville Historic District;Otsego;-75.32613669;42.47125167;
Borland, John, House;Jefferson;-76.33657959;44.12679817;
Homestead, The;Franklin;-74.13134471;44.3232013;
Madison Square--West Main Street Historic District;Monroe;-77.62648041;43.15395488;
First Reformed Church;Queens;-73.80172105;40.7024711;
Dakota Apartments;New York;-73.97615208;40.77678158;
Ives, Dr. John, House;Onondaga;-76.06738781;42.9909018;
Baird Cottage;Franklin;-74.13414013;44.31498614;
Oneonta Theater;Otsego;-75.06403739;42.4530923;
Community Place;Onondaga;-76.45515615;42.98306016;
Carnegie Library;Niagara;-78.86915014;43.02663578;
Pelton Mill;Dutchess;-73.93623269;41.70857873;
Tuthill, Jesse and Ira, House;Suffolk;-72.51669158;40.9973216;
Attica Market & Main Historic District;Wyoming;-78.28407162;42.86455825;
Northside Historic District;Saratoga;-73.69391072;42.78499928;
Mulhern House;Dutchess;-73.92120191;41.59729395;
Richardson, Thomas, House;Herkimer;-75.04783094;43.01982766;
Southside Sportsmen's Club District;Suffolk;-73.15015291;40.77183952;
Barrett House;Dutchess;-73.92751486;41.70062851;
Lake Street Historic District;Genesee;-77.9426672;43.08532811;
McVean, David, House;Monroe;-77.75981797;43.02726806;
United States Post Office-Jamaica Main;Queens;-73.79782708;40.70768239;
Willard Asylum for the Chronic Insane;Seneca;-76.87692116;42.67514092;
Hook Windmill;Suffolk;-72.18329836;40.96595227;
Ballard Denny House;Jefferson;-75.97511054;43.89709063;
Clayton Historic District;Jefferson;-76.08887981;44.24160448;
Point Gratiot Lighthouse Complex (Dunkirk Light);Chautauqua;-79.35401477;42.49352625;
Fort Tryon Park And The Cloisters;New York;-73.93220082;40.86237791;
Debar Pond Lodge;Franklin;-74.19201192;44.62752795;
Colony Arcade;New York;-73.98519665;40.75238881;
Chambers Street Subway Station (Dual System IRT);New York;-74.00925333;40.71549179;
Pomander Walk District;New York;-73.97332421;40.79405137;
Alice T. Miner Museum;Clinton;-73.43538637;44.8863258;
James Baldwin Residence;New York;-73.98038373;40.77744519;
Ford Administration Building;Westchester;-73.91693364;41.28578236;
Public School 109;New York;-73.94664742;40.78701083;
Ingalls, J. Ralph, School (Maine Central School);Broome;-76.06397535;42.19399321;
United Traction Company Building;Albany;-73.74968349;42.65215808;
Treadwell Farm Historic District;New York;-73.96432626;40.76261689;
South Ann Street-Mill Street Historic District;Herkimer;-74.859496;43.04063401;
Gilbert Farmhouse;Schenectady;-74.24264002;42.74138499;
Purdy, Jacob, House;Westchester;-73.77240915;41.03701644;
Elka Park Historic District;Greene;-74.16771697;42.15506316;
Methodist Episcopal Church of Butler;Wayne;-76.77036945;43.16838823;
Thompson, Robert A., House;Orange;-74.34151082;41.56001389;
NYW&B Highbrook Avenue Bridge;Westchester;-73.80449294;40.91385732;
St. Peter's Episcopal Church;Westchester;-73.91887354;41.29266629;
Clifton Park Hotel;Saratoga;-73.77042826;42.8661695;
Buffalo Main Light;Erie;-78.88950852;42.87783365;
Commack Methodist Church and Cemetery;Suffolk;-73.292052;40.84536256;
Federal Reserve Bank of New York;New York;-74.00868219;40.70840271;
The Church of Our Lady of Kazan;Nassau;-73.65092536;40.83962233;
Methodist Episcopal Church of Jacksonville;Tompkins;-76.61447059;42.50909607;
Antwerp Village Historic District;Jefferson;-75.60915606;44.19798829;
Tabor-Wing House;Dutchess;-73.57928919;41.73842792;
9th Avenue Subway Station (Dual System BRT);Kings;-73.9943661;40.64631498;
Brockport Central Rural High School;Monroe;-77.94726305;43.20704675;
Rockdale Community Church;Chenango;-75.40785689;42.37769964;
Sherburne Historic District;Chenango;-75.49592102;42.6774591;
Sea Cliff Fire House;Nassau;-73.64464242;40.84858976;
Silver Bay Association Complex;Warren;-73.50548434;43.69392209;
Read, Simon, Farm;Jefferson;-76.00524598;43.91112923;
Center Square/Hudson-Park Historic District;Albany;-73.76489442;42.6523437;
A.F. Sanderson Residence;Onondaga;-76.10888018;43.04254376;
Rochester City School #24;Monroe;-77.60021324;43.13672332;
Fine Town Hall;St. Lawrence;-75.13923415;44.2477091;
Sagamore Apartment House;Onondaga;-76.16194964;43.03796906;
Verdi, Giuseppe, Monument;New York;-73.98149364;40.77919165;
Shear Homestead;Dutchess;-73.78092617;41.64973293;
Eaton Corners Historic District;Schenectady;-74.24693598;42.80518025;
School No. 7;Chautauqua;-79.31676443;42.49468496;
Roslyn Cemetery;Nassau;-73.63192732;40.80934757;
Arcade Mill;Monroe;-77.61112854;43.15526577;
Lincoln, Anselm, House;Franklin;-74.29422011;44.84683674;
Wellman House;Allegany;-78.13695056;42.20599083;
Sloan, George B., Estate;Oswego;-76.52112654;43.46009126;
United States Post Office-St. Johnsville;Montgomery;-74.67786381;42.9990438;
Barker General Store;Saratoga;-74.10426002;43.22205988;
Osborn-Bouton-Mead House;Westchester;-73.56620636;41.26446541;
District School No. 14;Ulster;-74.47932431;42.13493209;
Kenyon House;Ulster;-74.01457848;41.92816089;
Skinny House;Westchester;-73.74234067;40.9548187;
Colgate, Robert, House;Bronx;-73.91279338;40.90163297;
English Evangelical Lutheran Church of the Reformation;Kings;-73.88926311;40.68067938;
Marshall House;Ontario;-77.29111012;42.88073478;
Jerusalem District No. 5 Schoolhouse;Nassau;-73.50709378;40.70201238;
Eberz House;Erie;-78.90214432;42.93709707;
Christ Episcopal Church;Schenectady;-74.15463166;42.7691676;
Sheldon Cobblestone House;Monroe;-77.50336606;42.9963126;
Lafayette Flats;Erie;-78.89351547;42.91982453;
Stillwater United Church;Saratoga;-73.65390034;42.93869;
United States Post Office-Geneva;Ontario;-76.98311483;42.86766948;
Tousey, Benjamin C., House (The Willows);Dutchess;-73.76501637;41.8348735;
St. Luke's Church;Columbia;-73.82523249;42.08730188;
Aiken House;Rensselaer;-73.74879237;42.63569872;
Rogers, John S., House;New York;-73.96145098;40.77634555;
Garrett Memorial Chapel;Yates;-77.13089423;42.508678;
United States Post Office-Walton;Delaware;-75.12818614;42.169197;
Niagara Hudson (Niagara Mohawk) Building;Onondaga;-76.15688533;43.0511238;
Ames, Leonard, Farmhouse;Oswego;-76.24116178;43.46070949;
Brush Farmstead;Suffolk;-73.37504435;40.86760471;
Gilead Cemetery;Putnam;-73.67297967;41.40828681;
Warner, Matthew, House;Livingston;-77.60448643;42.90832631;
Buffalo Harbor South Entrance Light;Erie;-78.86742093;42.8336785;
LeRoy House and Union Free School;Genesee;-77.98578358;42.97921291;
Mandel, Richard H., House;Westchester;-73.72537519;41.24419408;
Doyle Hardware Building;Oneida;-75.22349592;43.10333643;
Mack, Gerald, House;Chautauqua;-79.58055897;42.32535404;
Windmill at Water Mill;Suffolk;-72.35345508;40.90973276;
Camp Intermission;Franklin;-74.14947171;44.35020956;
Fort Ontario Military Reservation;Oswego;-76.50608752;43.46548155;
East Avenue Historic District;Monroe;-77.58027349;43.15137752;
Oyster Bay Long Island Rail Road Station;Nassau;-73.5316168;40.87502827;
Corliss Park Historic District;Rensselaer;-73.66449146;42.78846414;
Old Merchant's House (Seabury-Tredwell House);New York;-73.99227369;40.72775092;
Fredonia Commons Historic District;Chautauqua;-79.33194249;42.44043161;
Memorial Church of the Holy Cross;Oneida;-75.21314345;43.09735848;
Bartlett House;Columbia;-73.61861765;42.32709316;
Holy Trinity Roman Catholic Church Complex;Niagara;-79.0439934;43.08646429;
Home Farm;Washington;-73.32846255;43.53942544;
Southampton Village Historic District;Suffolk;-72.39591332;40.87744045;
Bookstaver, Jacob, House;Orange;-74.24386684;41.55908646;
Nut Grove;Albany;-73.76876044;42.6336078;
St. Paul's Church;Seneca;-76.85993219;42.90570575;
New Suffolk School;Suffolk;-72.47518391;40.99273672;
Smyrna Elementary School;Chenango;-75.56923844;42.68591691;
International Shirt & Collar Company;Rensselaer;-73.69538856;42.72383284;
Brooklyn Heights Historic District;Kings;-73.99499;40.6953351;
Sagamore;Hamilton;-74.62893346;43.76418831;
Terwilliger-Smith Farm;Ulster;-74.31942716;41.79644955;
Elmwood Historic District (East);Erie;-78.87317639;42.91920159;
Austen, Elizabeth Alice, House;Richmond;-74.06309449;40.61521892;
Walnut Park Historic District;Onondaga;-76.13235637;43.04245177;
Millville Cemetery;Orleans;-78.32395303;43.18982335;
Hartford Baptist Church & Cemetery;Washington;-73.39207417;43.3646809;
Delaware and Hudson Railroad Freight House;Albany;-73.69826712;42.77258326;
Van Buren, John, Tavern;Oswego;-76.42814331;43.3596664;
Bailey, Jonathan, House;Yates;-77.05984955;42.58895901;
Halcyon Place Historic District;Westchester;-73.8962221;40.94497588;
Fox, James, House;Yates;-77.29845353;42.60617022;
Pulver-Bird House;Dutchess;-73.63431255;41.91106203;
Immanuel Congregational Church;Kings;-73.92474393;40.68268619;
TONAWANDA MUNCIPAL BUILDING;Erie;-78.86981104;42.9635881;
Broadway Historic District;Sullivan;-74.68613829;41.65491857;
4th Avenue Station (IND);Kings;-73.98994957;40.67035225;
Downtown Albany Historic District (Boundary Expansion);Albany;-73.7533179;42.65167033;
Tuxedo Park;Orange;-74.20542328;41.20048292;
Plum Island Light Station;Suffolk;-72.21130261;41.17393531;
Cold Springs Cemetery;Niagara;-78.6560007;43.18417321;
Vaisberg, Samuel,House;Nassau;-73.67176257;40.58709026;
Pollock, Jackson, House and Studio;Suffolk;-72.15468986;41.02396634;
Coon Family Log Cabin;Schuyler;-76.96137001;42.29156878;
The Beeches;Oneida;-75.45386762;43.24524895;
East Farm;Suffolk;-73.15430725;40.9132273;
Erie Canal;Montgomery;-74.27489679;42.94289377;
